"entry_id";"resource_id";"resource_name";"HAC_resource_name";"group_id";"cluster_id";"node_id";"event_date";"current_state";"critical_factor";"failure_repetition";"redundancy_factor";"aggeregated_failure_count";"reinitialization_factor";"dependency_type";"dependency_levels_up";"dependency_levels_down"
677;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
678;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
679;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
680;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
681;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
682;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
683;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
684;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 14:37:42";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
685;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
686;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
687;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 14:37:42";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
688;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:38:30";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
689;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 14:44:41";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
690;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:46:19";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
691;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:46:43";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
692;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:46:47";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
693;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:46:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
694;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:46:54";"offline";"true";"high";"false";"high";"true";"local";"low";"low"
695;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:53:49";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
696;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:54:07";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
697;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:57:56";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
698;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:58:00";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
699;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
700;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
701;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
702;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
703;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
704;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
705;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
706;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
707;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
708;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
709;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"true";"high";"true";"local";"low";"low"
710;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
711;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
712;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 14:58:56";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
713;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
714;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"2021-03-08 14:58:56";"offline";"false";"low";"false";"low";"true";"local";"low";"low"
715;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"false";"global";"low";"low"
716;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
717;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
718;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
719;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
720;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
721;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
722;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"true";"high";"true";"local";"low";"low"
723;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
724;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
725;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
726;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
727;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
728;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 15:01:08";"offline";"false";"low";"false";"high";"true";"global";"low";"low"
729;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 15:01:08";"offline";"true";"low";"false";"high";"false";"shared";"low";"low"
730;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:12:53";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
731;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:13:14";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
732;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:13:14";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
733;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:20:48";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
734;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:20:48";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
735;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:20:49";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
736;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:20:49";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
737;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:20:51";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
738;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:21:39";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
739;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:21:39";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
740;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:21:39";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
741;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:24:59";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
742;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:24:59";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
743;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:24:59";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
744;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:24:59";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
745;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:25:02";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
746;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:25:02";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
747;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:25:02";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
748;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:25:02";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
749;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"false";"global";"low";"low"
750;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
751;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
752;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
753;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
754;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
755;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
756;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
757;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
758;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"true";"high";"true";"local";"low";"low"
759;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"false";"low";"false";"high";"true";"local";"high";"low"
760;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
761;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
762;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 15:26:39";"offline";"false";"low";"false";"high";"true";"global";"low";"low"
763;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"true";"low";"false";"high";"false";"shared";"low";"low"
764;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"2021-03-08 15:26:39";"offline";"false";"low";"false";"low";"true";"local";"low";"low"
765;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:31:03";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
766;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:41:32";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
767;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 15:44:35";"offline";"true";"low";"true";"high";"true";"local";"low";"low"
768;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 15:51:16";"offline";"true";"low";"false";"high";"true";"local";"low";"low"
769;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 21:32:40";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
770;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
771;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
772;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
773;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
774;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
775;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
776;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
777;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
778;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
779;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
780;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
781;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
782;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
783;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 21:37:54";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
784;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 21:37:54";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
785;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 21:50:16";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
786;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 21:50:24";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
787;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:37:19";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
788;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:37:22";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
789;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
790;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
791;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
792;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
793;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
794;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
795;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
796;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
797;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
798;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
799;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
800;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
801;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
802;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 22:38:19";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
803;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
804;"C1G4A1B1";"backup lock server service";"rsc_DEV_ERS10";"C1G4A1";"cluster1";1;"2021-03-08 22:38:19";"offline";"false";"low";"false";"low";"true";"local";"low";"low"
805;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
806;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
807;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
808;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
809;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
810;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
811;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
812;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
813;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
814;"C1G3A1B1C1";"FS main instance";"fs_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
815;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
816;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
817;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
818;"C1GD2";"NIC monitor";"global_rsc_DEV_NIC";"C1";"cluster1";1;"2021-03-08 22:40:48";"offline";"false";"low";"false";"low";"true";"global";"low";"low"
819;"C1G5A1B1";"DLM";"dlm_DEV";"C1G5A1";"cluster1";1;"2021-03-08 22:40:48";"offline";"true";"low";"false";"low";"false";"shared";"low";"low"
820;"C1GD3";"SBD ";"stonith-sbd";"C1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"false";"global";"low";"low"
821;"C1G2A1B1C1";"FS database";"fs_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
822;"C1G2A1B1C2";"VIP";"vip_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
823;"C1G2A1B1";"database";"rsc_DEV_database";"C1G2A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"true";"local";"low";"low"
824;"C1G1A1B1C4";"VIP";"vip_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
825;"C1G1A1B1C1";"FS message and lock ";"fs_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"high";"true";"local";"high";"low"
826;"C1G1A1B1C3";"FS interface";"fs_3_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
827;"C1G1A1B1";"message and lock service";"rsc_DEV_ASCS00";"C1G1A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"true";"low";"true";"local";"low";"low"
828;"C1G1A1B1C2";"FS trans";"fs_2_DEV_ASCS";"C1G1A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
829;"C1G4A1B1C1";"VIP";"vip_DEV_ERS";"C1G4A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"false";"low";"false";"low";"true";"local";"high";"low"
830;"C1G3A1B1C2";"VIP";"vip_DEV_CI";"C1G3A1";"cluster1";1;"2021-03-08 22:44:52";"offline";"true";"low";"false";"low";"true";"local";"high";"low"
