"entry_id";"configuration_resource_id";"resource_name";"HAC_resource_name";"group_id";"cluster_id";"node_id";"error_message";"event_date";"current_state";"aggeregated_failure_count";"failure_repetition";"error_rating";"dependency_factor"
2137;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 20:46:22";"0";15;0;1;3
2138;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 21:01:22";"0";15;0;1;3
2139;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 21:16:22";"0";15;0;1;3
2140;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 21:31:22";"0";15;0;1;3
2141;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 21:46:22";"0";15;0;1;3
2142;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 22:01:22";"0";15;0;1;3
2143;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 22:16:22";"0";15;0;1;3
2144;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 22:31:22";"0";15;0;1;3
2145;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 22:46:22";"0";15;0;1;3
2146;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 23:01:22";"0";15;0;1;3
2147;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 23:16:22";"0";16;0;1;3
2148;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 23:31:22";"0";16;0;1;3
2149;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-08 23:46:22";"0";16;0;1;3
2150;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 00:01:22";"0";16;0;1;3
2151;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 00:16:22";"0";16;0;1;3
2152;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 00:31:22";"0";16;0;1;3
2153;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 00:46:22";"0";16;0;1;3
2154;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 01:01:22";"0";16;0;1;3
2155;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 01:16:22";"0";16;0;1;3
2156;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 01:31:22";"0";16;0;1;3
2157;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 01:46:22";"0";16;0;1;3
2158;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 02:01:23";"0";15;0;1;3
2159;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 02:16:23";"0";15;0;1;3
2160;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 02:31:23";"0";15;0;1;3
2161;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 02:46:23";"0";15;0;1;3
2162;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 03:01:23";"0";15;0;1;3
2163;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 03:16:23";"0";15;0;1;3
2164;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 03:31:23";"0";15;0;1;3
2165;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 03:46:23";"0";15;0;1;3
2166;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 04:01:23";"0";15;0;1;3
2167;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 04:16:23";"0";15;0;1;3
2168;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 04:31:23";"0";15;0;1;3
2169;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 04:46:23";"0";15;0;1;3
2170;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 05:01:23";"0";15;0;1;3
2171;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 05:16:23";"0";15;0;1;3
2172;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 05:31:23";"0";15;0;1;3
2173;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 05:46:23";"0";15;0;1;3
2174;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 06:01:23";"0";16;0;1;3
2175;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 06:16:23";"0";16;0;1;3
2176;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 06:31:23";"0";16;0;1;3
2177;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 06:46:23";"0";16;0;1;3
2178;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 07:01:23";"0";16;0;1;3
2179;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 07:16:23";"0";16;0;1;3
2180;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 07:31:23";"0";16;0;1;3
2181;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 07:46:23";"0";16;0;1;3
2182;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 08:01:23";"0";16;0;1;3
2183;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 08:16:23";"0";16;0;1;3
2184;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 08:31:23";"0";16;0;1;3
2185;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 08:46:23";"0";16;0;1;3
2186;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 09:01:23";"0";16;0;1;3
2187;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 09:16:23";"0";16;0;1;3
2188;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 09:31:23";"0";16;0;1;3
2189;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 09:46:24";"0";15;0;1;3
2190;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 10:01:24";"0";15;0;1;3
2191;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 10:16:24";"0";15;0;1;3
2192;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 10:31:24";"0";15;0;1;3
2193;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 10:46:24";"0";15;0;1;3
2194;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 11:01:24";"0";15;0;1;3
2195;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 11:16:24";"0";15;0;1;3
2196;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 11:31:24";"0";15;0;1;3
2197;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 11:46:24";"0";15;0;1;3
2198;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 12:01:24";"0";15;0;1;3
2199;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 12:16:24";"0";15;0;1;3
2200;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 12:31:24";"0";15;0;1;3
2201;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 12:46:24";"0";15;0;1;3
2202;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 13:01:24";"0";15;0;1;3
2203;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 13:16:24";"0";15;0;1;3
2204;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 13:31:24";"0";15;0;1;3
2205;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 13:46:24";"0";16;0;1;3
2206;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 14:01:24";"0";16;0;1;3
2207;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 14:16:24";"0";16;0;1;3
2208;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 14:31:24";"0";16;0;1;3
2209;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 14:46:24";"0";16;0;1;3
2210;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 15:01:24";"0";16;0;1;3
2211;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 15:16:24";"0";16;0;1;3
2212;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 15:31:24";"0";16;0;1;3
2213;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 15:46:24";"0";16;0;1;3
2214;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 16:01:24";"0";16;0;1;3
2215;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 16:16:24";"0";16;0;1;3
2216;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 16:31:24";"0";16;0;1;3
2217;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 16:46:24";"0";16;0;1;3
2218;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 17:01:24";"0";16;0;1;3
2219;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 17:16:24";"0";16;0;1;3
2220;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 17:31:24";"0";16;0;1;3
2221;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 17:46:24";"0";16;0;1;3
2222;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 18:01:24";"0";16;0;1;3
2223;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 18:16:24";"0";16;0;1;3
2224;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 18:31:24";"0";16;0;1;3
2225;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 18:46:24";"0";16;0;1;3
2226;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 19:01:24";"0";16;0;1;3
2227;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 19:16:25";"0";15;0;1;3
2228;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 19:31:25";"0";15;0;1;3
2229;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 19:46:25";"0";15;0;1;3
2230;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 20:01:25";"0";15;0;1;3
2231;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 20:16:25";"0";15;0;1;3
2232;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 20:31:25";"0";15;0;1;3
2233;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 20:46:25";"0";15;0;1;3
2234;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 21:01:25";"0";15;0;1;3
2235;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 21:16:25";"0";15;0;1;3
2236;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 21:31:25";"0";15;0;1;3
2237;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 21:46:25";"0";15;0;1;3
2238;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 22:01:25";"0";15;0;1;3
2239;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 22:16:25";"0";15;0;1;3
2240;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 22:31:25";"0";15;0;1;3
2241;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 22:46:25";"0";15;0;1;3
2242;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 23:01:25";"0";15;0;1;3
2243;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 23:16:25";"0";16;0;1;3
2244;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 23:31:25";"0";16;0;1;3
2245;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-09 23:46:25";"0";16;0;1;3
2246;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 00:01:25";"0";16;0;1;3
2247;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 00:16:25";"0";16;0;1;3
2248;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 00:31:25";"0";16;0;1;3
2249;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 00:46:25";"0";16;0;1;3
2250;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 01:01:25";"0";16;0;1;3
2251;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 01:16:25";"0";16;0;1;3
2252;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 01:31:25";"0";16;0;1;3
2253;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 01:46:25";"0";16;0;1;3
2254;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 02:01:25";"0";16;0;1;3
2255;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 02:16:25";"0";16;0;1;3
2256;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 02:31:25";"0";16;0;1;3
2257;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 02:46:25";"0";16;0;1;3
2258;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 03:01:25";"0";16;0;1;3
2259;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 03:16:25";"0";16;0;1;3
2260;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 03:31:25";"0";16;0;1;3
2261;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 03:46:26";"0";15;0;1;3
2262;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 04:01:26";"0";15;0;1;3
2263;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 04:16:26";"0";15;0;1;3
2264;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 04:31:26";"0";15;0;1;3
2265;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 04:46:26";"0";15;0;1;3
2266;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 05:01:26";"0";15;0;1;3
2267;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 05:16:26";"0";15;0;1;3
2268;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 05:31:26";"0";15;0;1;3
2269;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 05:46:26";"0";15;0;1;3
2270;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 06:01:26";"0";15;0;1;3
2271;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 06:16:26";"0";15;0;1;3
2272;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 06:31:26";"0";15;0;1;3
2273;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 06:46:26";"0";15;0;1;3
2274;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 07:01:26";"0";15;0;1;3
2275;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 07:16:26";"0";15;0;1;3
2276;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 07:31:26";"0";15;0;1;3
2277;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 07:46:26";"0";16;0;1;3
2278;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 08:01:26";"0";16;0;1;3
2279;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 08:16:26";"0";16;0;1;3
2280;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 08:31:26";"0";16;0;1;3
2281;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 08:46:26";"0";16;0;1;3
2282;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 09:01:26";"0";16;0;1;3
2283;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 09:16:26";"0";16;0;1;3
2284;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 09:31:26";"0";16;0;1;3
2285;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 09:46:26";"0";16;0;1;3
2286;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 10:01:26";"0";16;0;1;3
2287;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 10:16:26";"0";16;0;1;3
2288;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 10:31:26";"0";16;0;1;3
2289;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 10:46:26";"0";16;0;1;3
2290;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 11:01:26";"0";16;0;1;3
2291;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 11:16:26";"0";16;0;1;3
2292;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 11:31:27";"0";15;0;1;3
2293;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 11:46:27";"0";15;0;1;3
2294;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 12:01:27";"0";15;0;1;3
2295;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 12:16:27";"0";15;0;1;3
2296;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 12:31:27";"0";15;0;1;3
2297;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 12:46:27";"0";15;0;1;3
2298;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 13:01:27";"0";15;0;1;3
2299;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 13:16:27";"0";15;0;1;3
2300;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 13:31:27";"0";15;0;1;3
2301;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 13:46:27";"0";15;0;1;3
2302;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 14:01:27";"0";15;0;1;3
2303;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 14:16:27";"0";15;0;1;3
2304;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 14:31:27";"0";15;0;1;3
2305;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 14:46:27";"0";15;0;1;3
2306;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 15:01:27";"0";15;0;1;3
2307;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 15:16:27";"0";15;0;1;3
2308;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 15:31:27";"0";16;0;1;3
2309;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 15:46:27";"0";16;0;1;3
2310;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 16:01:27";"0";16;0;1;3
2311;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 16:16:27";"0";16;0;1;3
2312;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 16:31:27";"0";16;0;1;3
2313;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 16:46:27";"0";16;0;1;3
2314;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 17:01:27";"0";16;0;1;3
2315;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 17:16:27";"0";16;0;1;3
2316;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 17:31:27";"0";16;0;1;3
2317;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 17:46:27";"0";16;0;1;3
2318;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 18:01:27";"0";16;0;1;3
2319;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 18:16:27";"0";16;0;1;3
2320;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 18:31:27";"0";16;0;1;3
2321;"C1G3A1B1";"main instance";"rsc_DEV_CI";"C1G3A1";"cluster1";1;"not running";"2021-04-10 18:46:27";"0";16;0;1;3
